railroad,incdtno,year,month,day,timehr,timemin,ampm,type,carshzd,station,state,temp,visiblty,weather,trnspd,typspd,tons,trkclas,typtrk,loadf1,emptyf1,cause,acctrk,acctrkcl,highspd,accdmg,stcnty,totinj,totkld,enghr,cdtrhr,jointcd,region,year4,county,cntycd,narr1,narr2,narr3,latitude,longitud
UP,0720PR023,20,7,26,11,30,PM,12,0,NORTHLAKE,17,74,4.0,3.0,5,E,3750,1,2.0,1,1,H302,2.0,1,5,45518,17C031,0,0,1.0,,3,4,2020,COOK,31,"YPR32R-26, WHILE KICKING CARS, KICKED A CUT OF 5 CARS INTO TRACK 228, FOLLOWED BY A CUT OF 2 CARS IN","TO 225 AND THEN A CUT OF CARS INTO TRACK 227.  WHILE THE CARS WERE ROLLING IN TRACK 227, THE CUT STR",UCK THE CUT PREVIOUSLY KICKED INTO TRACK 228.  NO DERAILMENT OR TRACK DAMAGE.,41.925965,-87.915365
UP,1020PR021,20,10,26,7,20,AM,1,0,RIVERDALE,17,37,1.0,2.0,2,E,10833,3,1.0,88,24,H503,1.0,3,2,437064,17C031,0,0,6.0,6.0,1,4,2020,COOK,31,"MASPR-25 DERAILED 15 CARS ON THE IHB MAIN TRACK AT BLUE ISLAND YARD.  IHB REPORTED $88,307 IN TRACK",DAMAGES.,,41.642142,-87.650442
BRC,14403,20,11,8,12,20,AM,12,0,BEDFORD PARK,17,54,4.0,1.0,3,E,0,1,2.0,0,1,H318,2.0,1,5,13355,17C031,0,0,,,1,4,2020,COOK,31,AT APPROX 0020 ON 11/08/2020 THE 2300WY WAS SWITCHING CARS FROM 6WCLS. GATX66248 WAS KICKED TOWARD T,HE 6WCLS AS THE ENGINE WENT INTO 7WCLS. WHILE IN 7 WCLS CREW NOTICED GATX66248 ROLLING BACK AT THEM,STRIKING BRC 235 LOCOMOTIVE.,41.767743,-87.774872
BRC,14403,20,11,8,12,20,AM,12,0,BEDFORD PARK,17,54,4.0,1.0,5,E,0,1,2.0,0,0,H318,2.0,1,5,13355,17C031,0,0,1.0,1.0,3,4,2020,COOK,31,AT APPROX 0020 ON 11/08/2020 THE 2300WY WAS SWITCHING CARS FROM 6WCLS. GATX66248 WAS KICKED TOWARD T,HE 6WCLS AS THE ENGINE WENT INTO 7WCLS. WHILE IN 7 WCLS CREW NOTICED GATX66248 ROLLING BACK AT THEM,STRIKING BRC 235 LOCOMOTIVE.,41.767743,-87.774872
UP,1020PR020,20,10,26,1,0,AM,12,0,MELROSE PARK,17,42,4.0,2.0,4,E,2898,1,2.0,1,1,H318,2.0,1,4,106707,17C031,0,0,1.0,,1,4,2020,COOK,31,"YPR43R-25, DURING NORMAL SWITCHING OPERATIONS, GACX63630 WAS KICKED INTO TRACK 339 IN YARD 4, RESULT",ING IN DAMAGE TO FLOX62193.  NO DERAILMENT OCCURRED.  CREW KICKED CARS INTO TRACK WHERE POST CARS WE,RE TOO DEEP IN TRACK.  THIS ALLOWED KICKED CARS TO PICK UP TOO MUCH SPEED CAUSING CAR DAMAGE UPON IM,41.894211,-87.879573
UP,1020PR020,20,10,26,1,0,AM,12,0,MELROSE PARK,17,42,4.0,2.0,0,E,130,1,2.0,1,0,H318,2.0,1,4,106707,17C031,0,0,,,3,4,2020,COOK,31,"YPR43R-25, DURING NORMAL SWITCHING OPERATIONS, GACX63630 WAS KICKED INTO TRACK 339 IN YARD 4, RESULT",ING IN DAMAGE TO FLOX62193.  NO DERAILMENT OCCURRED.  CREW KICKED CARS INTO TRACK WHERE POST CARS WE,RE TOO DEEP IN TRACK.  THIS ALLOWED KICKED CARS TO PICK UP TOO MUCH SPEED CAUSING CAR DAMAGE UPON IM,41.894211,-87.879573
IAIS,2020009,20,3,20,3,13,AM,9,0,PERU,17,45,4.0,2.0,22,E,14666,2,1.0,111,8,M402,1.0,2,22,30486,17C099,0,0,4.0,4.0,1,4,2020,LA SALLE,99,CBBI-18 HEADING EAST THROUGH PERU STRUCK A VACANT FORD ONE TON DUMP TRUCK THAT HAD ROLLED OUT OF DRI,VEWAY AND ONTO THE MAIN LINE TRACKS.  VEHICLE OWNER SAID VEHICLE MUST HAVE SLIPPED OUT OF GEAR AND R,OLLED.,41.325121,-89.121277
ALS,20200329,20,3,29,12,15,AM,1,0,EAST ST LOUIS,17,70,4.0,2.0,7,E,0,1,2.0,66,81,H504,2.0,1,7,93432,17C163,0,0,,,1,6,2020,ST CLAIR,163,CREW DOUBLED 134 TO 133 AND WAS SHOVING TO THE HUMP. 147 CARS / 10777 TONS. THEY WERE SHOVING TO THE,HUMP AND WERE STOPPED BY A CARMAN WHO TOLD THEM THERE WERE CARS N THE GROUND.,,38.622929,-90.154938
BRC,14361,20,4,26,7,48,PM,12,0,BEDFORD PARK,17,46,3.0,1.0,4,E,0,1,2.0,2,2,E06C,2.0,1,4,13786,17C031,0,0,3.0,5.0,1,4,2020,COOK,31,"DURING HUMPING OPERATIONS THE LAST FOUR CARS OF THE CUT WERE THREE TANK CARS A 1 CAR CUT, THEN A THR",EE CAR CUT. THE CONDUCTOR WAS SEEN ON CAMERA PULLING THE BLEED ROD ON ALL THE CARS. THE TILX 195317,WAS THE 1ST CAR TO BE HUMPED INTO 02ECLS (SINGLE CAR CUT) AND AFTER WAS A CUT OF THREE WITH THE NATX,41.7676,-87.45516
UP,0420PR015,20,4,23,10,2,AM,7,0,NORTHLAKE,17,55,2.0,2.0,10,E,523,1,4.0,4,0,M303,4.0,1,10,14274,17C031,0,1,3.0,,1,4,2020,COOK,31,"THE YPR66R-23, WHILE SHOVING INTO TRACK 719 IN YARD 4, AS THE FOREMAN WAS RIDING THE REAR CAR, ADMX1","7650, WAS STRUCK BY A SEMI-TRUCK AT THE CROSSING AND SUFFERED FATAL INJURIES AS A RESULT.",,41.916623,-87.912914
BNSF,RD0320112,20,3,13,1,30,PM,4,0,DAYTON,48,75,2.0,1.0,0,R,6603,1,2.0,52,0,H318,2.0,1,4,26658,48C291,0,0,6.0,6.0,1,5,2020,LIBERTY,291,Y-DYT1111-13A WAS KICKING CARS WHICH RESULTED IN CARS GOING DOWN THE WRONG LEAD DUE TO KICKING OR DR,"OPPING CARS, INADEQUATE PRECAUTIONS; SWITCH IMPROPERLY LINED AND IMPACTING THE LOCOMOTIVE OF Y-DYT12",11-13A WHICH WAS WORKING ON A DIFFERENT LEAD. DAMAGE TO LOCOMOTIVE AND CARS.,30.01322,-94.902654
BNSF,RD0320112,20,3,13,1,30,PM,4,0,DAYTON,48,75,2.0,1.0,4,R,2394,1,2.0,18,0,H318,2.0,1,4,26658,48C291,0,0,6.0,6.0,3,5,2020,LIBERTY,291,Y-DYT1111-13A WAS KICKING CARS WHICH RESULTED IN CARS GOING DOWN THE WRONG LEAD DUE TO KICKING OR DR,"OPPING CARS, INADEQUATE PRECAUTIONS; SWITCH IMPROPERLY LINED AND IMPACTING THE LOCOMOTIVE OF Y-DYT12",11-13A WHICH WAS WORKING ON A DIFFERENT LEAD. DAMAGE TO LOCOMOTIVE AND CARS.,30.01322,-94.902654
UP,0620ES064,20,6,14,1,30,PM,1,0,SAGINAW,48,88,2.0,1.0,2,E,0,3,1.0,0,1,E99C,1.0,3,2,41539,48C439,0,0,5.0,,1,5,2020,TARRANT,439,"HOLLAND EMPLOYEE, WHILE MAKING A BACK UP MOVE WITH THE CRANE EXTENDED OUT, THE CRANE ON THE TRUCK MA","DE A MOVE TO THE LEFT AND THEN SWUNG BACK AROUND TO THE RIGHT, CAUSING THE TRUCK TO FLIP OFF THE RAI",L.,32.817882,-97.350263
UP,1120GC037,20,11,24,1,40,PM,11,0,BEAUMONT,48,76,2.0,2.0,7,E,13829,1,4.0,100,0,M406,4.0,1,7,14836,48C245,0,0,2.0,2.0,1,5,2020,JEFFERSON,245,"RBMPA-22, LEAD LOCOMOTIVE UP6694 CAUGHT FIRE ON THE SABINE INDUSTRAIL LEAD. THE FIRE WAS EXTINGUISHE","D, THE LOCOMOTIVE WAS SET OUT, AND THE TRAIN WAS BACK ON THE MOVE.",,30.073926,-94.111128
BNSF,RD1120111,20,11,16,5,35,PM,1,0,VON ORMY,48,68,3.0,1.0,2,R,1078,1,2.0,2,26,H318,2.0,1,2,94890,48C029,0,0,10.0,10.0,1,5,2020,BEXAR,29,CREW KICKED RAILCARS DOWN AN EMPTY TRACK THAT THEY BELIEVE HAD RAILCARS IN IT.  THE RAILCAR ROLLED T,HROUGH THE TRACK AND DERAILED 2 RAILCARS AT THE SPLIT POINT DERAIL DUE TO KICKING OR DROPPING RAILCA,"RS, INADEQUATE PRECAUTIONS.",29.325184,-98.633667
TESR,LSER91820D,20,9,18,2,35,PM,1,0,PALESTINE,48,71,2.0,1.0,22,E,494,2,1.0,0,0,T110,1.0,2,22,86678,48C001,0,0,12.0,12.0,1,5,2020,ANDERSON,1,"TRAIN WAS TRAVELING AT 22 MILES PER HOUR ON EXCURSION TRAIN FROM RUSK TO PALESTINE, TX WITH 129 PASS","ENGERS, 3 TRAIN CREW AND 9 ON BOARD STAFF MEMBERS. THE CURVE IN WHICH THE TRAIN DERAILED IS ON A DOW",N GRADE. THE SECOND CAR FROM THE HEAD END DROPPED IT'S LEADING WHEELS INTO GAUGE. ONCE THE FIRST AXL,31.762042,-95.416532
WATX,201108003,20,11,8,9,0,PM,12,0,DEER PARK,48,72,4.0,1.0,5,R,2300,1,2.0,20,5,H702,2.0,1,5,12000,48C201,0,0,1.0,1.0,1,5,2020,HARRIS,201,"AS JOB 102 WAS SWITCHING IN THE C-YARD, THEY WERE BUILDING THE OUTBOUND CARS ON C-6 TO BE PICKED UP",BY THE PTRA. THE CREW LEADER ASKED ANOTHER TEAM MEMBER TO GO TO THE BOTTOM OF C-6 TO PROTECT THE SHO,"VE MOVEMENT TO THE END OF C-6 TRACK. AS THE TEAM MEMBER WAS MAKING HIS WAY TOWARD THE BOTTOM OF C-6,",29.722482,-95.10318
XTGS,F012020,20,1,12,10,20,AM,1,0,ANAHUAC,48,48,2.0,2.0,2,E,0,1,4.0,32,0,T001,4.0,1,2,20722,48C071,0,0,4.0,4.0,1,5,2020,CHAMBERS,71,"CREW WAS SHOVING PASSED SWITCH POINT, CAR 15 AND 16 DERAILED",,,29.699088,-94.897499
AZER,AZE345220D,20,2,24,8,20,PM,1,0,CLIFTON,4,58,4.0,1.0,10,R,9990,2,1.0,75,17,M204,1.0,2,10,129613,04C011,0,0,8.0,8.0,1,7,2020,GREENLEE,11,"THE AZER 203 EAST DERAILED AT MP 1198.10. CAR NO. FLOX 553226 WAS FOUND TO BE LOADED IMPROPERLY, UNB","ALANCED LOAD, CAUSING DEFECTIVE SIDE BEARING CLEARANCES AND WHEEL TO CAR BODY CONTACT. THESE DEFECTS",CAUSED TO CAR TO IMPROPERLY NEGOTIATE TRACK CURVATURE ALLOWING A CAR WHEEL TO CLIMB THE RAIL AND DE,32.881616,-109.203498
BNSF,SW0520102,20,5,19,6,0,AM,1,0,WINSLOW,4,60,1.0,1.0,5,R,5151,1,2.0,28,36,T111,2.0,1,5,30976,04C017,0,0,10.0,10.0,1,7,2020,NAVAJO,17,M-KGMWIN1-18 DERAILED 7 RAILCARS WHILE PULLING IN YARD TRACK 2932 DUE TO TRACK WIDE GAGE.   NO HAZAR,DOUS MATERIALS WERE RELEASED.,,35.029459,-110.718076
BNSF,SW0520103,20,5,21,1,10,AM,1,0,WINSLOW,4,45,4.0,1.0,10,E,6207,1,2.0,0,178,M503,2.0,1,10,125666,04C017,0,0,5.0,5.0,3,7,2020,NAVAJO,17,X-FRSLIN3-18 DERAILED 7 RAILCARS WHILE PULLING OUT OF YARD TRACK 2819. THE DERAILED RAILCARS IMPACTE,D 1 LOCOMOTIVE AND 2 RAILCARS ON THE H-GALBAR1-18 THAT WAS IN ADJACENT TRACK.  NO HAZARDOUS MATERIAL,S WERE RELEASED. CAUSE IS UNDER ACTIVE INVESTIGATION.,35.031406,-110.724978
BNSF,SW0520103,20,5,21,1,10,AM,1,0,WINSLOW,4,45,4.0,1.0,0,R,10254,1,2.0,76,22,M503,2.0,1,10,125666,04C017,0,0,2.0,2.0,1,7,2020,NAVAJO,17,X-FRSLIN3-18 DERAILED 7 RAILCARS WHILE PULLING OUT OF YARD TRACK 2819. THE DERAILED RAILCARS IMPACTE,D 1 LOCOMOTIVE AND 2 RAILCARS ON THE H-GALBAR1-18 THAT WAS IN ADJACENT TRACK.  NO HAZARDOUS MATERIAL,S WERE RELEASED. CAUSE IS UNDER ACTIVE INVESTIGATION.,35.031406,-110.724978
DGNO,DGN546620,20,1,24,12,45,AM,1,0,DALLAS,48,40,4.0,1.0,3,R,2498,X,4.0,18,0,E41C,4.0,X,3,19750,48C113,0,0,3.0,3.0,1,5,2020,DALLAS,113,"WHILE B-703 CREW WAS SHOVING INTO ATRIUM LEAD, LINE 9-12 DERAILED IN CURVE. THREE CARS FULLY DERAILE",D. FOURTH CAR HAS ONE TRUCK DERAILED. ALL CARS ARE UPRIGHT.,,32.825122,-96.886153
ATK,163341,20,3,3,12,15,PM,7,0,LISSIE,48,77,2.0,2.0,70,E,0,4,1.0,0,0,M304,1.0,4,70,790576,48C481,3,0,7.0,7.0,1,5,2020,WHARTON,481,TRAIN 2 OPERATING WITH LOCOMOTIVES E/24-E/822 AND 7 CARS STRUCK AN OCCUPIED SEMI-TRACTOR TRUCK CAUSI,"NG LEAD LOCOMOTIVE E/ 24 TO DERAIL UPRIGHT AND DAMAGING LOCOMOTIVE E/822 AT MP 63.33, FM 2764 RD CRO",SSING.  THE SEMI-TRACTOR TRUCK PIERCED THE SIDE OF E/24 DAMAGING THE ELECTRICAL CABINET OF THE UNIT,29.563883,-96.253074
KCS,20030603,20,3,6,3,54,PM,11,0,TELFENER,48,70,2.0,1.0,35,E,3423,3,1.0,14,59,E72L,1.0,3,35,103382,48C469,0,0,7.0,7.0,1,5,2020,VICTORIA,469,TRAIN WAS TRAVELING EAST OUT OF VICTORIA WHEN CREW HEARD A LOUD BANG.  WHEN THEY LOOKED BACK THEY SA,W THE ENGINE WAS ON FIRE NEAR THE ENGINE COMPARTMENT.  MP 975.7 ROSENBERG SUBDIVISION,,28.851726,-96.890204
BNSF,KS0720112,20,7,15,10,20,AM,9,0,MIAMI,48,85,2.0,1.0,10,E,5,5,1.0,0,1,H997,1.0,5,10,17000,48C393,0,0,2.0,,3,5,2020,ROBERTS,393,CONTRACTOR OPERATING A GRAPPLE TRUCK IMPACTED A MAINTENANCE OF WAY STABILIZER TRAVERSING MAIN 1 TRAC,K DUE TO MOTOR CAR FAILURE TO COMPLY WITH ON-TRACK EQUIPMENT RULES.  RESULTED IN EQUIPMENT DAMAGES.,NO HAZARDOUS MATERIALS WERE RELEASED.,35.649673,-100.697158
UP,0320HO003,20,3,3,12,15,PM,7,0,LISSIE,48,79,2.0,2.0,0,,0,4,1.0,0,0,M302,1.0,4,70,790576,48C481,0,0,,,2,5,2020,WHARTON,481,"AMT2-01, HIT A SEMI PULLING A TRAILER AT MP 63.31.  THEY WERE TRAVELING EAST BOUND GLIDDEN SUB.  THE","LEAD LOCOMOTIVE DERAILED.  THE DRIVER WAS TAKEN AWAY IN AN AMBULANCE, BUT DID NOT HAVE ANY LIFE THR","EATENING INJURIES.  HE WAS CITED FOR RUNNING THE GATE AS HE TRAVELED NORTHBOUND ON HUNT RD, INTERSEC",29.563894,-96.253146
BNSF,RD0520121,20,5,24,3,50,AM,1,0,SWEETWATER,48,64,4.0,1.0,5,E,5227,1,2.0,35,18,H307,2.0,1,5,23500,48C353,0,0,8.0,8.0,1,5,2020,NOLAN,353,H-TPLSLA4-23 DERAILED 5 RAILCARS IN YARD TRACK 5181. AFTER SHOVING THROUGH AND IMPROPERLY LINED DERA,"IL, SUBSEQUENTLY DERAILED UPON CHANGING DIRECTIONS. CAUSE IS FAILURE TO CONTROL SHOVE MOVE IN TURN R",UNNING THROUGH AN IMPROPERLY LINED DERAIL. NO HAZARDOUS MATERIAL WAS RELEASED.,32.504627,-100.397768
PTRA,2020000009,20,5,6,2,45,AM,1,0,HOUSTON,48,70,4.0,2.0,0,,0,1,2.0,0,0,E46C,2.0,1,10,60800,48C201,0,0,,,1,5,2020,HARRIS,201,UPRR GSDKHO-04 WAS PULLING INTO TRK 60 ON THE NORTH END OF NORTH YARD. THE TRAIN DERAILED 70 CARS FR,OM HEAD END CLOSE TO THE 60/61 SWITCH AT THE NORTH END OF NORTH YARD. UPRR CREW CONTINUED TO PULL TH,E TRAIN APPROXIMATELY 1000 FEET BEFORE BEING NOTIFIED TO STOP ACCOUNT OF THE TRAIN BEING DERAILED. I,29.771491,-95.290385
RLAX,RLAX52220,20,5,20,2,15,PM,5,0,BAYTOWN,48,92,2.0,1.0,3,E,610,1,2.0,4,3,H021,2.0,1,3,10700,48C071,0,0,7.0,7.0,1,5,2020,CHAMBERS,71,BRAKEMAN HAD SET ONE CAR (MBLX 53852) TO ADJOINING TRACK WITHOUT APPLYING A HANDBRAKE. WHEN SHOVING,"THE REMAINING CARS BACK INTO THE TRACK, THE CAR WITHOUT A HANDBRAKE ROLLED OUT OF THE TRACK AND INTO",THE SIDE OF THE CUT OF CARS.,29.764462,-94.884247
KRR,KRR620820,20,6,23,11,16,PM,1,0,ARTHUR CITY,48,72,4.0,1.0,9,E,1515,X,1.0,13,0,T110,1.0,X,9,173905,48C277,0,0,2.0,2.0,1,5,2020,LAMAR,277,PA101 HAD 13 LOADS HEADING TO PARIS TX. FIVE CARS ON REAR OF TRAIN DERAILED S THEY CRESTED HILL NEAR,"ARTHUR CITY. TWO CARS ON THEIR SIDE, THREE UPRIGHT. CONTENTS OF TWO CARS ON THEIR SIDE SEEM TO HAVE","STAYED INSIDE CAR.
8-20-20 REVISED BLOCK 26
12-07-20 REVISED BLOCK 37",33.861215,-95.509206
TXPF,6232020,20,6,23,4,10,PM,1,0,MILES,48,90,2.0,1.0,8,R,2910,1,3.0,57,9,T314,3.0,1,8,26299,48C399,0,0,10.0,11.0,1,5,2020,RUNNELS,399,"AT  1610 HRS WHILE SHOVING A TRAIN INTO THE SIDING, THE SWITHC POINT BROKE AND THE LOCOMOTIVE PICKED",THE SWITCH AND DERAILED THE FIRST AND LAST LOCOMOTIVE DUE TO A DIP IN THE TRACK CAUSING THE POINTS,TO LIFT UP. THE INCIDENT WAS REPORT TO MANAGEMENT IMMEDIATLY AND NO INJURIES WERE REPORTED.,31.596698,-100.180944
UP,0620HO019,20,6,19,9,30,PM,12,0,HOUSTON,48,81,4.0,2.0,6,E,54,1,2.0,0,2,S007,2.0,1,6,55748,48C201,0,0,7.0,,3,5,2020,HARRIS,201,"YEW23-19, AFTER BEING HUMPED, TILX538049 AND TILX538195 STALLED IN THE GROUP 8 RETARDER HEADING INTO",BOWL 57 CAUSING THE TILX538216 TO COLLIDE WITH TILX538195. NO DERAILMENT OR TRACK DAMAGE. CAUSE IS,FAILURE OF CLASSIFICATION YARD AUTOMATIC RETARDERSYSTEM.,29.79395,-95.294393
UP,0620HO019,20,6,19,9,30,PM,12,0,HOUSTON,48,81,4.0,2.0,0,E,245,1,2.0,2,0,S007,2.0,1,6,55748,48C201,0,0,,,1,5,2020,HARRIS,201,"YEW23-19, AFTER BEING HUMPED, TILX538049 AND TILX538195 STALLED IN THE GROUP 8 RETARDER HEADING INTO",BOWL 57 CAUSING THE TILX538216 TO COLLIDE WITH TILX538195. NO DERAILMENT OR TRACK DAMAGE. CAUSE IS,FAILURE OF CLASSIFICATION YARD AUTOMATIC RETARDERSYSTEM.,29.79395,-95.294393
UP,0620TO016,20,6,5,10,13,AM,1,0,COAHOMA,48,82,2.0,1.0,30,E,12269,5,1.0,82,69,E04C,1.0,5,30,2093857,48C227,0,0,9.0,9.0,1,5,2020,HOWARD,227,"WHILE TRAVELING EAST BOUND, THE MBSEN-04 DERAILED 9 CARS AT MP501.5 DUE TO BROKEN BRAKE BEAM.",,,32.300258,-101.282616
UP,0620TO027,20,6,14,7,25,AM,1,0,DALLAS,48,73,2.0,1.0,2,E,150,1,2.0,0,0,H017,2.0,1,2,37514,48C113,0,0,,,1,5,2020,DALLAS,113,"CREW GOT ONBOARD LOCOMOTIVES IN THE NEW DUDE TRACK AT THE ROUND HOUSE, PREPARING TO TAKE IT TO MILLE",R YARD SIDING FOR THE MDALI-14.  ENGINEER STARTED THE UP7799 AND THEN THE UP8089.  AFTER STARTING TH,"E 2ND LOCOMOTIVE, HE THEN WENT BACK TOWARDS THE LEAD UNIT, RELEASING THE ENGINE HAND BRAKES ENROUTE.",32.713689,-96.750262
UP,0620TO008,20,6,4,12,45,PM,12,0,DALLAS,48,89,2.0,2.0,5,E,854,1,2.0,2,20,H021,2.0,1,10,32706,48C113,0,0,5.0,,3,5,2020,DALLAS,113,"YMY16R-4, WHILE PULLING TRACK 7 SOUTHWARD, CARS IN TRACK 6 BEGAN TO ROLL FREELY.  BRAKES HAD BEEN RE",LEASED FROM CARS IN TRACK 6 AND RESULTED IN LOCOMOTIVE AND 6 CARS BEING SIDESWIPED AND 1 CAR DERAILI,NG.,32.710549,-96.74807
FWWR,20122301,20,12,23,8,30,PM,1,0,GRANBURY,48,46,4.0,2.0,0,E,66,1,3.0,0,2,H099,3.0,1,1,13947,48C221,0,0,,,1,5,2020,HOOD,221,DISCUSSED REPORT CAUSE CODES WITH RAILROAD SAFETY SPECIALIST PRIOR TO REPORTING. CONSIST 1 - GATX 66,"536, DOWX 50015.   ESTIMATING $12,767 TOTAL FOR THIS CONSIST. 
CUT OF 79 CARS IN STORAGE ROLLED INT",O 2 TANK CARS IN WEST END OF WAPLES SIDING.  THERE WAS STONG WIND IN THE AREA AT THE TIME OF.  THE 7,32.478472,-97.721179
FWWR,20122301,20,12,23,8,30,PM,1,0,GRANBURY,48,46,4.0,2.0,1,E,2617,1,3.0,0,79,H099,3.0,1,1,13947,48C221,0,0,,,3,5,2020,HOOD,221,"DISCUSSED REPORT CAUSE CODES WITH FRA SAFETY SPECIALIST PRIOR TO REPORTING. CONSIST 1 - GATX 66536,","DOWX 50015.   ESTIMATING $233 TOTAL FOR THIS CONSIST. 
CUT OF 79 CARS IN STORAGE ROLLED INTO 2 TANK",CARS IN WEST END OF WAPLES SIDING.  THERE WAS STONG WIND IN THE AREA AT THE TIME OF.  THE 79 CUT HA,32.478742,-97.721179
PTRA,2020000020,20,10,5,10,0,PM,4,0,HOUSTON,48,78,4.0,1.0,0,E,390,1,2.0,3,0,H318,2.0,1,11,105000,48C201,0,0,,,3,5,2020,HARRIS,201,"ON 10/05/2020 AT APPROXIMATELY 22:00 JOB 251, WHILE SWITCHING ON THE NORTH END OF THE NORTH YARD, RA","N INTO CARS THAT ROLLED BACK OUT OF THE TRACK THAT THEY HAD PREVIOUSLY KICKED THEM INTO, DERAILING T","HREE CARS AND DAMAGING THE LOCOMOTIVE. THE HELPER KICKED THE THREE CARS INTO TRACK 12, AFTER A BRIEF",29.76824,-95.292634
TIBR,201130004,20,11,30,3,0,PM,1,0,BON WEIR,48,52,2.0,1.0,6,R,11980,X,1.0,93,0,T202,1.0,X,6,210000,48C351,0,0,8.0,8.0,1,5,2020,NEWTON,351,JOB 213 WAS HEADING EAST BOUND WITH 90 LOADS OF ROCK WHEN ENGINEER FELT THE TRAIN JERK AND THEN GO I,NTO EMERGENCY. CONDUCTOR WALKED BACK AND FOUND THAT THE 24TH THROUGH THE 31ST CAR HAD DERAILED. COND,UCTOR CONTACTED THE TRAINMASTER ABOUT THE INCIDENT. AFTER FURTHER INVESTIGATION IT WAS FOUND THAT TH,30.73656,-93.657933
PTRA,2020000020,20,10,5,10,0,PM,4,0,GALENA PARK,48,78,4.0,1.0,11,R,1000,1,2.0,10,0,H318,2.0,1,11,105000,48C201,1,0,7.0,7.0,1,5,2020,HARRIS,201,"ON 10/05/2020 AT APPROXIMATELY 22:00 JOB 251, WHILE SWITCHING ON THE NORTH END OF THE NORTH YARD, RA","N INTO CARS THAT ROLLED BACK OUT OF THE TRACK THAT THEY HAD PREVIOUSLY KICKED THEM INTO, DERAILING T","HREE CARS AND DAMAGING THE LOCOMOTIVE. THE HELPER KICKED THE THREE CARS INTO TRACK 12, AFTER A BRIEF",29.76824,-95.292634
TRE,20002,20,1,28,7,35,AM,7,0,FORT WORTH,48,53,1.0,2.0,47,R,178,5,1.0,0,0,M304,1.0,5,47,15378,48C439,1,0,3.0,3.0,1,5,2020,TARRANT,439,"AT APPROXIMATELY 0735 ON TUESDAY, JANUARY 28, 2020, EASTBOUND TRE 2916 STRUCK A SEMI TRAILER AT RIVE","RSIDE DRIVE IN FT WORTH, TX.  THE SEMI WAS FOULING THE TRACK AT THE CROSSING AND WAS STRUCK. THE DRI",VER OF THE TRUCK WAS NOT INJURED. THIRD PARTY VEHICLE THAT WAS STOPPED FOR THE CROSSING WAS STRUCK B,32.762426,-97.301755
FWWR,20112401,20,11,24,10,30,AM,1,0,DUBLIN,48,57,2.0,4.0,8,R,4148,X,2.0,27,0,T210,2.0,X,8,22449,48C143,0,0,3.0,3.0,1,5,2020,ERATH,143,CREW WAS SHOVING EAST IN 1001-W AND BROUGH TRAIN TO A STOP TO LET CONDUCTOR OFF.  THEY ATTEMPTED TO,"SHOVE EAST AGAIN BUT COULDN'T MOVE THE TRAIN.  UPON INSPECTION, THEY DISCOVERED THAT 4 CARS IN THE M","IDDLE OF THE TRAIN HAD DERAILED.  AOKX854083, TILX65850, TILX65771, CITX700959",32.088666,-98.336128
UP,1020HO003,20,10,6,12,15,AM,1,0,HOUSTON,48,72,4.0,2.0,4,R,3456,1,2.0,34,32,E69C,2.0,1,4,155551,48C201,0,0,1.0,,1,5,2020,HARRIS,201,"WHILE DRAGGING OUT OF THE EAST BOWL, JOB YHO31R-05 DERAILED 8 CARS. THIS RESULT WAS FROM A THIN WHEE",L FLANGE ON CAR TTGX966035 THAT WAS ABLE TO CLIMB THE RAIL AT A JOINT AND DERAIL APPROXIMATELY 3 FEE,T BEYOND THE MARK. THE CREW CONTINUED WITH THE MOVE UNTIL THE DERAILED CARS EVENTUALLY BROUGHT THEM,29.816389,-95.288511
UP,1020TO001,20,10,3,2,40,AM,12,0,FORT WORTH,48,63,4.0,1.0,3,E,128,1,2.0,1,0,H318,2.0,1,5,79076,48C439,0,0,,,1,5,2020,TARRANT,439,THE YFW31-02 WAS SWITCHING A CUT OF CARS ON 32 LEAD. THE CREW WAS KICKING CARS AND HAD KICKED THE TT,JX82707 INTO 40 BOWL. THEY THEN PROCEEDED TO KICK A CAR INTO 41 BOWL. AS THEY PULLED BACK EAST OUT O,"F 41 BOWL, THE TTJX82707 ROLLED BACK OUT OF 40 BOWL, IMPACTING THE REAR 4 CARS IN THEIR TRAIN AT THE",32.72452,-97.373623
UP,1020GC026,20,10,16,10,50,PM,7,0,SHEPHERD,48,58,4.0,1.0,40,E,11367,4,1.0,54,137,M301,1.0,4,40,18060,48C407,1,0,8.0,8.0,1,5,2020,SAN JACINTO,407,"MPBEW-15, LEAD LOCOMOTIVE UP8862, STRUCK A VEHICLE THAT RAN AROUND THE GATES AT FM 2914 HIGHWAY AT C",ROSSING.,,30.445282,-95.02887
UP,0920TO025,20,9,21,8,52,AM,7,0,TERRELL,48,68,2.0,2.0,64,E,6061,5,1.0,89,0,M303,1.0,5,64,36325,48C257,0,0,6.0,6.0,1,5,2020,KAUFMAN,257,"ZLAME-19 LEAD UNIT UP5388, WAS TRAVELING EASTBOUND WHEN APPROACHING CROSSING AT MP 172.02.  THE CREW",SAW A TRAILER PORTION 0F A SEMI ON TOP OF THE TRACK AND IMMEDIATELY STARTED TO REDUCE THROTTLE AND,PLACE TRAIN INTO EMERGENCY.  TRAIN STRUCK THE TRAILER.,32.714324,-96.097628
